154;jauho, jauhoseos, talkkunajauho, sisältää ohraa;food;raw;100;ceroth;certot;flour;cebaktot
156;riisi puuroutuva;food;raw;100;rice;certot;riceadd;cebaktot
158;täysjyväriisi;food;raw;100;rice;certot;riceadd;cebaktot
160;jauho, hirssisuurimo tai -jauho;food;raw;100;ceroth;certot;flour;cebaktot
161;jauho, tattarisuurimo tai -jauho;food;raw;100;ceroth;certot;flour;cebaktot
162;jauho, perunajauho tai -suurimo, perunatärkkelys;food;raw;100;starch;certot;flour;cebaktot
163;muro, maissihiutale, corn flakes;dish;ind;100;dish;noningr;cerbrkf;cebaktot
167;maissi, jyvä, kuivattu;food;drie;100;ceroth;certot;flour;cebaktot
168;kalja- / mämmimallas;food;drie;100;rye;certot;ingrmisc;misctot
170;lese, kauralese;food;raw;100;oat;certot;flour;cebaktot
172;pasta, pinaattispagetti, sisältää kananmunaa;food;raw;100;wheat;certot;pastaadd;cebaktot
173;kauramakaroni, sisältää vehnää ja kauraa;food;raw;100;wheat;certot;pastaadd;cebaktot
175;rouhe, vehnärouhe kokojyvästä;food;raw;100;wheat;certot;flour;cebaktot
176;rouhe, ruisrouhe;food;raw;100;rye;certot;flour;cebaktot
177;riisi, luonnonriisi riisi-villiriisiseos, keitetty, suolaton;dish;boil;100;dish;noningr;riceadd;cebaktot
182;jauho, riisijauho, riisihiutale;food;raw;100;rice;certot;flour;cebaktot
183;jauho, täysjyväriisijauho;food;raw;100;rice;certot;flour;cebaktot
184;maissilastu, tacokuori;food;ind;100;ceroth;certot;snacksav;snacktot
185;jauho, jauhoseos, gluteeniton, vehnätärkkelystä;food;mix;100;ceroth;certot;flour;cebaktot
186;pasta, spagetti, pinaattispagetti, keitetty, suolaton;dish;boil;100;dish;noningr;pastaadd;cebaktot
187;makaroni, keitetty, öljyä, suolaton;dish;boil;100;dish;noningr;pastaadd;cebaktot
188;pasta, spagetti, keitetty, öljyä, suolaton;dish;boil;100;dish;noningr;pastaadd;cebaktot
189;jauho, jauhoseos, ruis-vehnä;food;mix;100;rye;certot;flour;cebaktot
190;kauramakaroni, keitetty, suolaton;dish;boil;100;dish;noningr;pastaadd;cebaktot
191;kauramakaroni, keitetty, öljyä, suolaton;dish;boil;100;dish;noningr;pastaadd;cebaktot
202;peruna, kuivattu;food;drie;100;potaprod;potatot;potacook;potatot
203;perunalastu;food;ind;100;potaprod;potatot;snacksav;snacktot
204;peruna, uusi;food;raw;100;potato;potatot;potacook;potatot
205;peruna, vanha, kuorittu;food;raw;100;potato;potatot;potacook;potatot
206;perunasosejauhe, valmistamaton;food;drie;100;potaprod;potatot;ingrmisc;misctot
207;ranskanperunavalmiste, pakaste;food;froz;100;potaprod;potatot;potafrie;potatot
209;perunahiutale;food;drie;100;potaprod;potatot;ingrmisc;misctot
300;porkkana;food;raw;100;root;vegtot;vegfresh;vegditot
302;porkkana, kuivattu;food;drie;100;root;vegtot;vegfresh;vegditot
303;lanttu;food;raw;100;root;vegtot;vegfresh;vegditot
304;nauris;food;raw;100;root;vegtot;vegfresh;vegditot
305;punajuuri;food;raw;100;root;vegtot;vegfresh;vegditot
307;etikkapunajuuri;food;cann;100;vegcann;vegtot;vegcann;vegditot
308;retiisi;food;raw;100;root;vegtot;vegfresh;vegditot
309;palsternakka;food;raw;100;root;vegtot;vegfresh;vegditot
310;maa-artisokka;food;raw;100;root;vegtot;vegfresh;vegditot
311;juuriselleri, mukulaselleri;food;raw;100;root;vegtot;vegfresh;vegditot
312;mustajuuri;food;raw;100;root;vegtot;vegfresh;vegditot
313;pakastekasvissekoitus, keittojuures, porkkana, lanttu, juuriselleri, purjo;dish;froz;100;dish;noningr;vegfresh;vegditot
320;valkokaali, keräkaali;food;raw;100;cabbage;vegtot;vegfresh;vegditot
321;punakaali;food;raw;100;cabbage;vegtot;vegfresh;vegditot
322;kukkakaali;food;raw;100;cabbage;vegtot;vegfresh;vegditot
324;parsakaali, brokkoli;food;raw;100;cabbage;vegtot;vegfresh;vegditot
326;lehtikaali;food;raw;100;cabbage;vegtot;vegfresh;vegditot
327;ruusukaali;food;raw;100;cabbage;vegtot;vegfresh;vegditot
329;kyssäkaali, kaalirapi;food;raw;100;cabbage;vegtot;vegfresh;vegditot
330;lehtisalaatti, ruukkusalaatti, lollo rosso;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
331;jäävuorisalaatti, rapea keräsalaatti, amerikansalaatti;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
333;persilja;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
334;nokkonen;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
335;sipuli, keltasipuli;food;raw;100;vegoni;vegtot;vegfresh;vegditot
336;sipuli, kuivattu sipulilastu;food;drie;100;vegoni;vegtot;vegfresh;vegditot
337;purjosipuli;food;raw;100;vegoni;vegtot;vegfresh;vegditot
338;raparperi;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
339;lehtiselleri, varsiselleri;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
340;parsa, säilötty;food;cann;100;vegcann;vegtot;vegcann;vegditot
342;sieni, tatti, hapero;food;raw;100;mushro;vegtot;mushrdi;vegditot
343;sieni rouskut, suolattu, käyttövalmis;food;salt;100;mushro;vegtot;mushrdi;vegditot
344;etikkasienisäilyke;food;cann;100;mushro;vegtot;mushrdi;vegditot
345;herkkusieni;food;raw;100;mushro;vegtot;mushrdi;vegditot
346;kurkku;food;raw;100;vegfru;vegtot;vegfresh;vegditot
347;etikkakurkku, ei lisättyä sokeria;food;cann;100;vegcann;vegtot;vegcann;vegditot
348;maustekurkku, herkkukurkku, sokerisuolattu;food;cann;100;vegcann;vegtot;vegcann;vegditot
350;kurpitsa;food;raw;100;vegfru;vegtot;vegfresh;vegditot
351;salaatti, kurpitsasalaatti, pikkelssi;food;cann;100;vegcann;vegtot;vegcann;vegditot
352;tomaatti;food;raw;100;vegfru;vegtot;vegfresh;vegditot
353;ketsuppi;food;ind;100;flavsauc;flavtot;spisauce;misctot
354;tomaattisose, tomaattipyree;food;cann;100;vegcann;vegtot;spisauce;misctot
355;paprika, keskiarvo;food;raw;100;vegfru;vegtot;vegfresh;vegditot
356;sekavihannes, porkkana, kukkakaali, herne, papu;food;froz;100;root;vegtot;vegfresh;vegditot
358;täysmehu, kasvistuoremehu;food;mash;100;vegjuice;vegtot;vegjuice;vegditot
359;kiinankaali;food;raw;100;cabbage;vegtot;vegfresh;vegditot
360;mangoldi;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
362;munakoiso;food;raw;100;vegfru;vegtot;vegfresh;vegditot
363;maissi, jyvät;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
364;vihanneskrassi;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
367;kantarelli;food;raw;100;mushro;vegtot;mushrdi;vegditot
368;korvasieni;food;raw;100;mushro;vegtot;mushrdi;vegditot
369;tilli, tuore;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
370;herne, vihreä, tuore;food;raw;100;peabean;legutot;legumes;legutot
371;herne, vihreä, kuivattu;food;drie;100;peabean;legutot;legumes;legutot
372;papu, vihreä taitepapu, tuore;food;raw;100;peabean;legutot;legumes;legutot
373;papu, ruskea tai valkoinen, kuivattu, keskiarvo;food;drie;100;peabean;legutot;legumes;legutot
375;pähkinä, hasselpähkinä;food;raw;100;nutseed;legutot;snackveg;snacktot
376;pähkinä, saksanpähkinä;food;raw;100;nutseed;legutot;snackveg;snacktot
377;kastanja;food;raw;100;nutseed;legutot;snackveg;snacktot
378;pähkinä, maapähkinä;food;raw;100;nutseed;legutot;snackveg;snacktot
379;manteli;food;raw;100;nutseed;legutot;snackveg;snacktot
380;jauho, soijajauho, rasvainen;food;raw;100;soyaprod;legutot;leguprod;legutot
381;jauho, soijajauho, vähärasvainen;food;raw;100;soyaprod;legutot;leguprod;legutot
382;kookoshiutale;food;drie;100;nutseed;legutot;snackveg;snacktot
383;pähkinä, suolapähkinä;food;bak;100;nutseed;legutot;snacksav;snacktot
384;itu, keskiarvo, sinimailanen, mungopapu;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
385;seesaminsiemen, kuorineen;food;drie;100;nutseed;legutot;snackveg;snacktot
386;paprika, punainen;food;raw;100;vegfru;vegtot;vegfresh;vegditot
387;paprika, vihreä;food;raw;100;vegfru;vegtot;vegfresh;vegditot
388;paprika, keltainen;food;raw;100;vegfru;vegtot;vegfresh;vegditot
389;kesäkurpitsa, zucchini;food;raw;100;vegfru;vegtot;vegfresh;vegditot
390;täysmehu, tomaattimehu;food;mash;100;vegjuice;vegtot;vegjuice;vegditot
391;soijapapu, kuivattu;food;drie;100;peabean;legutot;legumes;legutot
392;ruohosipuli;food;raw;100;vegleaf;vegtot;vegfresh;vegditot
393;valkosipuli;food;raw;100;vegoni;vegtot;vegfresh;vegditot
394;salaatti, kurkkusalaatti, kurkkupikkelssi, kurkkurelissi;food;cann;100;vegcann;vegtot;vegcann;vegditot
395;papu, valkoinen, keitetty;food;boil;100;peabean;legutot;legumes;legutot
396;pakastekasvissekoitus, herne-maissi-paprika;dish;froz;100;dish;noningr;vegfresh;vegditot
398;tomaattimurska;food;cann;100;vegcann;vegtot;vegcann;vegditot
399;linssi, vihreä/ruskea, kuivattu;food;drie;100;peabean;legutot;legumes;legutot
401;omena, kuivattu;food;drie;100;apple;fruittot;snackveg;snacktot
408;aprikoosi, sokeriliemessä;food;cann;100;fruitcan;fruittot;frubsal;fruditot
409;aprikoosi, kuivattu;food;drie;100;apple;fruittot;snackveg;snacktot
411;persikka, sokeriliemessä;food;cann;100;fruitcan;fruittot;frubsal;fruditot
412;persikka, kuivattu;food;drie;100;apple;fruittot;snackveg;snacktot
417;ananas, sokeriliemessä;food;cann;100;fruitcan;fruittot;frubsal;fruditot
423;viinirypäle, keskiarvo, kivetön, vihreä/tumma;food;raw;100;fruitoth;fruittot;frufresh;fruditot
427;sekahedelmä, kuivattu;food;drie;100;fruitoth;fruittot;snackveg;snacktot
428;rusina;food;drie;100;fruitoth;fruittot;snackveg;snacktot
431;oliivi, keskiarvo, punnittu kivineen, öljyssä, vihreä/musta;food;cann;80;fruitoth;fruittot;vegcann;vegditot
432;hedelmäsalaattisäilyke, sokeriliemessä;food;cann;100;fruitcan;fruittot;frubsal;fruditot
433;täysmehu, omenatäysmehu, c-vitamiinia;food;mash;100;juice;fruittot;frubjuic;fruditot
434;täysmehu, appelsiinitäysmehu, c-vitamiinia;food;mash;100;juice;fruittot;frubjuic;fruditot
435;täysmehu, greippitäysmehu, c-vitamiinia;food;mash;100;juice;fruittot;frubjuic;fruditot
436;täysmehu, c-vitamiinia, keskiarvo;food;mix;100;juice;fruittot;frubjuic;fruditot
437;täysmehu, sitruunatäysmehu, laimennettu;food;mash;100;juice;fruittot;frubjuic;fruditot
438;täysmehu, ananastäysmehu, c-vitamiinia;food;mash;100;juice;fruittot;frubjuic;fruditot
440;puolukka;food;raw;100;berry;fruittot;berfresh;fruditot
441;karpalo;food;raw;100;berry;fruittot;berfresh;fruditot
442;mustikka, metsämustikka;food;raw;100;berry;fruittot;berfresh;fruditot
444;mustaherukka;food;raw;100;berry;fruittot;berfresh;fruditot
445;punaherukka;food;raw;100;berry;fruittot;berfresh;fruditot
446;karviainen;food;raw;100;berry;fruittot;berfresh;fruditot
447;mansikka;food;raw;100;berry;fruittot;berfresh;fruditot
448;vadelma;food;raw;100;berry;fruittot;berfresh;fruditot
449;lakka, suomuurain, hilla;food;raw;100;berry;fruittot;berfresh;fruditot
450;marjahillo, keskiarvo;food;cann;100;jam;sugartot;jam;sugartot
451;mehu, höyrymehu, laimentamaton, sokeroitu;food;boil;100;fbdrink;fruittot;drjuice;bevtot
452;mehu, höyrymehu, mustaherukka, laimentamaton, sokeroitu;food;boil;100;fbdrink;fruittot;drjuice;bevtot
453;mehu, höyrymehu laimentamaton, sokeriton;food;boil;100;fbdrink;fruittot;drjuice;bevtot
454;marja, keskiarvo;food;raw;100;berry;fruittot;berfresh;fruditot
455;tyrnimarja;food;raw;100;berry;fruittot;berfresh;fruditot
456;marmeladi, marjoista;food;cann;100;jam;sugartot;jam;sugartot
457;pihlajanmarja;food;raw;100;berry;fruittot;berfresh;fruditot
458;mehu, mustaherukka-puolukkamehujuoma;food;mash;100;fbdrink;fruittot;drjuice;bevtot
459;mehu, mehujuoma, puolukka, laimentamaton;food;mash;100;fbdrink;fruittot;drjuice;bevtot
461;mehu, höyrymehu laimennettu, sokeroitu;food;boil;100;fbdrink;fruittot;drjuice;bevtot
462;mehu, höyrymehu, mustaherukka, laimennettu, sokeroitu;food;boil;100;fbdrink;fruittot;drjuice;bevtot
463;mehu, höyrymehu laimennettu, sokeriton;food;boil;100;fbdrink;fruittot;drjuice;bevtot
469;täysmehu, viiden hedelmän mehu, c-vitamiinia;food;mash;100;juice;fruittot;frubjuic;fruditot
471;ananas, omassa liemessään;food;cann;100;fruitcan;fruittot;frubsal;fruditot
472;omenasose, makeuttamaton;food;mash;100;fruitcan;fruittot;frufresh;fruditot
473;mehu, nektari, hedelmäjuoma, hedelmäpitoisuus 50 %;food;mash;100;fbdrink;fruittot;drjuice;bevtot
474;täysmehu, marjatäysmehu;food;mash;100;juice;fruittot;frubjuic;fruditot
476;hillo, fruktoosilla makeutettu;food;cann;100;jam;sugartot;jam;sugartot
477;meloni, verkkomeloni/cantaloupemeloni, kuorittu;food;raw;100;fruitoth;fruittot;frufresh;fruditot
478;marjajuoma, nektari, marjapitoisuus 50 %;food;boil;100;fbdrink;fruittot;drjuice;bevtot
500;voi;food;ind;100;butter;fattot;butter;fattot
501;(arc) rasvaseos 80 %;food;ind;100;butthigh;fattot;buttehig;fattot
516;leivontamargariini 80 %, sunnuntai, vl;food;ind;100;fatcook;fattot;fatcook;fattot
528;(arc) syväpaistorasva 100 %, uppopaistorasva;food;ind;100;fatcook;fattot;fatcook;fattot
529;teollisuusmargariini 80 %, kaulintamargariini;food;ind;100;fatcook;fattot;fatcook;fattot
530;leipomoteollisuusmargariini 80 %, leivonta;food;ind;100;fatcook;fattot;fatcook;fattot
531;ruokaöljy teollisuuskäyttöön, 70 % rypsiöljyä, 30 % palmuöljyä;food;ind;100;fatcook;fattot;fatcook;fattot
535;rypsiöljy;food;ind;100;oil;fattot;oil;fattot
536;oliiviöljy;food;ind;100;oil;fattot;oil;fattot
537;maapähkinäöljy;food;ind;100;oil;fattot;oil;fattot
540;auringonkukkaöljy;food;ind;100;oil;fattot;oil;fattot
541;ruokaöljy keskiarvo, 87 % rypsi- 8 % auringonkukka- ja 5% oliiviöljy;food;ind;100;oil;fattot;oil;fattot
542;soijaöljy;food;ind;100;oil;fattot;oil;fattot
543;maissiöljy;food;ind;100;oil;fattot;oil;fattot
550;paistinrasva, laardi;food;raw;100;fatanim;fattot;fatanim;fattot
552;kookosrasva 100 %;food;ind;100;oil;fattot;oil;fattot
553;tali, raaka naudanrasva;food;raw;100;fatanim;fattot;fatanim;fattot
562;majoneesi, hampurilaiskastike, rasvaa 60 %;food;ind;100;saladdre;fattot;saladdre;fattot
563;salaatinkastike, ranskalainen, sisältää sinappia;food;ind;100;saladdre;fattot;saladdre;fattot
565;rasvaseos 40 %, kevyt levi, vähemmän suolaa, vl;food;ind;100;buttlow;fattot;buttelow;fattot
568;margariini 60 %, rainbow/pirkka/eldorado/k-menu;food;ind;100;vegfathi;fattot;vegfathi;fattot
570;rasvaseos 40 %, kevyt levi, vl;food;ind;100;buttlow;fattot;buttelow;fattot
572;(arc) margariini 40%, lätta;food;ind;100;vegfatlo;fattot;vegfatlo;fattot
576;voi, suolaton;food;ind;100;butter;fattot;butter;fattot
578;majoneesi, rasvaa 27-33 %;food;ind;100;saladdre;fattot;saladdre;fattot
579;salaatinkastike, rasvaa <17 %, vähärasvainen;food;ind;100;saladdre;fattot;saladdre;fattot
585;voi, voimakassuolainen;food;ind;100;butter;fattot;butter;fattot
586;(arc) rasvaseos 80 %, voimakassuolainen;food;ind;100;butthigh;fattot;buttehig;fattot
593;leivontamargariini 80 %, pirkka/rainbow;food;ind;100;fatcook;fattot;fatcook;fattot
597;rasvaseoslevite 75 %, tuotekeskiarvo;food;ind;100;butthigh;fattot;buttehig;fattot
598;voiöljy 100 %, maitorasvaa;food;ind;100;butter;fattot;butter;fattot
599;(arc) kasvirasvalevite 32%, benecol kevyt;food;ind;100;vegfatlo;fattot;vegfatlo;fattot
600;maito, tilamaito, raakamaito, rasvaa 4,4 %, ei lisätty d-vitamiinia;food;raw;100;milkhf;milktot;milkhf;milkdtot
602;ternimaito;food;raw;100;milkhf;milktot;milkhf;milkdtot
604;maito, kutunmaito, vuohenmaito;food;ind;100;milkhf;milktot;milkhf;milkdtot
606;maito, rasvaton, d-vitamiinia 1 ug;food;ind;100;milkff;milktot;milkff;milkdtot
611;piimä, talouspiimä, rasvaa 0,8 %;food;ind;100;sourmilk;milktot;smilk;milkdtot
612;piimä, rasvaton, d-vit 1 ug;food;ind;100;sourmilk;milktot;smilk;milkdtot
613;piimä, kirnupiimä;food;ind;100;sourmilk;milktot;smilk;milkdtot
615;kermaviili, rasvaa 10-12 %;food;ind;100;soucream;milktot;soucream;milkdtot
616;piimä, asidofiluspiimä, rasvaa 2,5 %, d-vit 1 ug, probiootteja;food;ind;100;sourmilk;milktot;smilk;milkdtot
617;viili, maustamaton, rasvaa 3,5 %;food;ind;100;milkcurl;milktot;milkcurl;milkdtot
618;viili, maustamaton, kevytviili, rasvaa 2,5 %;food;ind;100;milkcurl;milktot;milkcurl;milkdtot
619;jogurtti, maustamaton, rasvaa 2,5 %, vl;food;ind;100;yoghurhi;milktot;yoghurt;milkdtot
620;jogurtti, maustamaton, bulgarian, rasvaa 3,9%;food;ind;100;yoghurhi;milktot;yoghurt;milkdtot
622;rahka, maitorahka, maustamaton, rasvaa <0,5 %;food;ind;100;curd;milktot;curd;milkdtot
627;maito, ykkösmaito, d-vitamiinia 1 ug;food;ind;100;milklf;milktot;milklf;milkdtot
628;creme fraiche, ranskankerma, rasvaa 28 %;food;ind;100;soucream;milktot;soucream;milkdtot
629;kerma, vispikerma, rasvaa 38 % ,vl, iskukuumennettu;food;ind;100;cream;milktot;cream;milkdtot
630;smetana, rasvaa n. 40 %;food;ind;100;soucream;milktot;soucream;milkdtot
631;kerma, kuohukerma, rasvaa 38 %;food;ind;100;cream;milktot;cream;milkdtot
632;ruoanvalmistuskerma, rasvaa 19 %, kahvikerma;food;ind;100;cream;milktot;cream;milkdtot
633;kerma, kahvikerma, kevyt, rasvaa 10 %, vl;food;ind;100;cream;milktot;cream;milkdtot
635;raejuusto, rasvaton, vl;food;ind;100;cheeunlo;milktot;cheesunc;milkdtot
636;viili, kerrosviili, maustettu hillolla, ykkösviili, rasvaa 1 %, vl;food;ind;100;milkcurl;milktot;milkcurl;milkdtot
637;jogurtti, maustamaton, rasvaton, vl, d-vit 0,5 ug;food;ind;100;yoghurlo;milktot;yoghurt;milkdtot
639;jogurtti, maustettu, rasvaton;food;ind;100;yoghurlo;milktot;yoghurt;milkdtot
640;juusto, valkohomejuusto, rasvaa 26-30 %, camembert/brie;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
641;juusto, kermajuusto, rasvaa 30 %, turunmaa/oltermanni/korsholm/masurkka;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
642;juusto, emmentaljuusto, rasvaa 27-30 %, punaleima;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
643;juusto, kova pienikoloinen juusto, rasvaa 24-27 %, edam;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
644;juusto, puolikova juusto, rasvaa 9-11 %, kevyt, edam/kadett;food;ind;100;cheeculo;milktot;cheescur;milkdtot
645;juusto, kutunjuusto, vuohenjuusto, rasvaa 30 %, kova juusto;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
647;sulatejuusto, rasvaa 20-24 %, keskirasvainen;food;ind;100;cheeprhi;milktot;cheespro;milkdtot
648;sulatejuusto, rasvaa 27-35 %, runsasrasvainen;food;ind;100;cheeprhi;milktot;cheespro;milkdtot
649;raejuusto, rasvaa 2-5 %;food;ind;100;cheeunlo;milktot;cheesunc;milkdtot
650;tuorejuusto, kotijuusto, rasvaa 9-14 %, maalaisjuusto;food;ind;100;cheeunlo;milktot;cheesunc;milkdtot
653;juusto, sinihomejuusto, rasvaa 27-30 %, aura/danazole, keskiarvo;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
654;juusto, gouda, keskiarvo, rasvaa 28-30 %;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
655;juusto, puolikova juusto, rasvaa 25-35 %, lappi/småland/billinge/rustholli;food;ind;100;cheecuhi;milktot;cheescur;milkdtot
657;juusto, leipäjuusto, rasvaa 17-23 %;food;bak;100;cheeunhi;milktot;cheesunc;milkdtot
658;tuorejuusto, runsasrasvainen, mustapippurijuusto;food;ind;100;cheeunhi;milktot;cheesunc;milkdtot
659;sulatejuusto, rasvaa 9-12 %, vähärasvainen;food;ind;100;cheeprlo;milktot;cheespro;milkdtot
661;jäätelö, pehmytjäätelö, vohveli;food;ind;100;icecream;milktot;icecream;milkdtot
663;jäätelö, kermajäätelö;food;ind;100;icecream;milktot;icecream;milkdtot
664;jäätelö, kermajäätelöpuikko, suklaakuorrute, keskiarvo;food;ind;100;icecream;milktot;icecream;milkdtot
665;jäätelö, kermajäätelötuutti;food;ind;100;icecream;milktot;icecream;milkdtot
666;jäätelö, maitojäätelö;food;ind;100;icecream;milktot;icecream;milkdtot
667;jäätelö, sokeriton, keinotekoisesti makeutettu, rasvaa 6,5 %;food;ind;100;icecream;milktot;icecream;milkdtot
668;jäätelö, kermajäätelö, rasvaa yli 12 %, keskiarvo;food;ind;100;icecream;milktot;icecream;milkdtot
669;(arc) jäätelö, rasvaton;food;ind;100;icecream;milktot;icecream;milkdtot
672;maitojauhe, rasvaton;food;drie;100;milkingr;milktot;ingrmisc;misctot
675;maito, kevytmaito, vl, d-vitamiinia 1 ug;food;ind;100;milklf;milktot;milklf;milkdtot
680;viili, maustamaton, rasvaa 1 %, ykkösviili;food;ind;100;milkcurl;milktot;milkcurl;milkdtot
